ENTREZ_GENE_ID	Name	Species
53838	chromosome 11 open reading frame 24	Homo sapiens
114876	oxysterol binding protein-like 1A	Homo sapiens
55051	chromosome 14 open reading frame 102	Homo sapiens
80728	KIAA1688 protein	Homo sapiens
60560	MAK10 homolog, amino-acid N-acetyltransferase subunit (S. cerevisiae)	Homo sapiens
9760	thymocyte selection-associated high mobility group box	Homo sapiens
994	cell division cycle 25 homolog B (S. pombe)	Homo sapiens
27314	RAB30, member RAS oncogene family	Homo sapiens
29095	ORM1-like 2 (S. cerevisiae)	Homo sapiens
2799	glucosamine (N-acetyl)-6-sulfatase	Homo sapiens
79956	endoplasmic reticulum metallopeptidase 1	Homo sapiens
161247	fat storage-inducing transmembrane protein 1	Homo sapiens
57496	MKL/myocardin-like 2	Homo sapiens
1949	ephrin-B3	Homo sapiens
147179	WAS/WASL interacting protein family, member 2	Homo sapiens
10752	cell adhesion molecule with homology to L1CAM (close homolog of L1)	Homo sapiens
56114	protocadherin gamma subfamily A, 1	Homo sapiens
889	KRIT1, ankyrin repeat containing	Homo sapiens
80700	UBX domain protein 6	Homo sapiens
154215	Na+/K+ transporting ATPase interacting 2	Homo sapiens
4778	nuclear factor (erythroid-derived 2), 45kDa	Homo sapiens
11183	mitogen-activated protein kinase kinase kinase kinase 5	Homo sapiens
113828	family with sequence similarity 83, member F	Homo sapiens
4076	cell cycle associated protein 1	Homo sapiens
147138	transmembrane channel-like 8	Homo sapiens
5936	RNA binding motif protein 14; RNA binding motif protein 4	Homo sapiens
10432	RNA binding motif protein 14; RNA binding motif protein 4	Homo sapiens
3482	insulin-like growth factor 2 receptor	Homo sapiens
117248	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 2	Homo sapiens
2542	solute carrier family 37 (glucose-6-phosphate transporter), member 4	Homo sapiens
317	apoptotic peptidase activating factor 1	Homo sapiens
27335	eukaryotic translation initiation factor 3, subunit K	Homo sapiens
79833	gem (nuclear organelle) associated protein 6	Homo sapiens
23193	glucosidase, alpha; neutral AB	Homo sapiens
9203	zinc finger, MYM-type 3	Homo sapiens
10011	steroid receptor RNA activator 1	Homo sapiens
374354	NHL repeat containing 2	Homo sapiens
7297	tyrosine kinase 2	Homo sapiens
55313	calcineurin-like phosphoesterase domain containing 1	Homo sapiens
10077	tetraspanin 32	Homo sapiens
9976	C-type lectin domain family 2, member B	Homo sapiens
4485	macrophage stimulating 1 (hepatocyte growth factor-like)	Homo sapiens
10498	coactivator-associated arginine methyltransferase 1	Homo sapiens
54764	zinc finger, RAN-binding domain containing 1	Homo sapiens
286827	tripartite motif-containing 59	Homo sapiens
23157	septin 6	Homo sapiens
1630	deleted in colorectal carcinoma	Homo sapiens
51594	neuroblastoma amplified sequence	Homo sapiens
4761	neurogenic differentiation 2	Homo sapiens
115004	chromosome 6 open reading frame 150	Homo sapiens
463	zinc finger homeobox 3; hypothetical LOC100132068	Homo sapiens
64866	CUB domain containing protein 1	Homo sapiens
84866	transmembrane protein 25	Homo sapiens
19	ATP-binding cassette, sub-family A (ABC1), member 1	Homo sapiens
390	Rho family GTPase 3	Homo sapiens
5295	phosphoinositide-3-kinase, regulatory subunit 1 (alpha)	Homo sapiens
221120	alkB, alkylation repair homolog 3 (E. coli)	Homo sapiens
2669	GTP binding protein overexpressed in skeletal muscle	Homo sapiens
2626	GATA binding protein 4	Homo sapiens
54934	chromosome 12 open reading frame 41	Homo sapiens
57732	zinc finger, FYVE domain containing 28	Homo sapiens
11001	solute carrier family 27 (fatty acid transporter), member 2	Homo sapiens
10163	WAS protein family, member 2	Homo sapiens
145508	chromosome 14 open reading frame 145	Homo sapiens
79009	DEAD (Asp-Glu-Ala-Asp) box polypeptide 50	Homo sapiens
2009	echinoderm microtubule associated protein like 1	Homo sapiens
3688	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	Homo sapiens
1456	casein kinase 1, gamma 3	Homo sapiens
4134	microtubule-associated protein 4	Homo sapiens
51361	hook homolog 1 (Drosophila)	Homo sapiens
150275	coiled-coil domain containing 117	Homo sapiens
6872	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa	Homo sapiens
220001	von Willebrand factor C and EGF domains	Homo sapiens
23233	exocyst complex component 6B	Homo sapiens
7158	tumor protein p53 binding protein 1	Homo sapiens
10818	fibroblast growth factor receptor substrate 2	Homo sapiens
138639	protein tyrosine phosphatase domain containing 1	Homo sapiens
6815	serine/threonine/tyrosine interacting protein	Homo sapiens
10495	ecto-NOX disulfide-thiol exchanger 2	Homo sapiens
1271	ciliary neurotrophic factor receptor	Homo sapiens
57493	HEG homolog 1 (zebrafish)	Homo sapiens
116143	WD repeat domain 92	Homo sapiens
54629	family with sequence similarity 63, member B	Homo sapiens
10499	nuclear receptor coactivator 2	Homo sapiens
54958	transmembrane protein 160	Homo sapiens
84814	phosphatidic acid phosphatase type 2 domain containing 3	Homo sapiens
10788	IQ motif containing GTPase activating protein 2	Homo sapiens
25937	WW domain containing transcription regulator 1	Homo sapiens
10169	chromosome 15 open reading frame 63; small EDRK-rich factor 2	Homo sapiens
122773	kelch domain containing 1	Homo sapiens
134553	chromosome 5 open reading frame 24	Homo sapiens
84324	SAP domain containing ribonucleoprotein	Homo sapiens
23066	cullin-associated and neddylation-dissociated 2 (putative)	Homo sapiens
57148	KIAA1219	Homo sapiens
3595	interleukin 12 receptor, beta 2	Homo sapiens
23635	single-stranded DNA binding protein 2	Homo sapiens
79570	Na+/K+ transporting ATPase interacting 1	Homo sapiens
26472	protein phosphatase 1, regulatory (inhibitor) subunit 14B	Homo sapiens
23255	KIAA0802	Homo sapiens
2079	enhancer of rudimentary homolog (Drosophila)	Homo sapiens
151056	phospholipase B1	Homo sapiens
439	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)	Homo sapiens
275	aminomethyltransferase	Homo sapiens
79012	CaM kinase-like vesicle-associated	Homo sapiens
9818	nucleoporin like 1	Homo sapiens
5635	phosphoribosyl pyrophosphate synthetase-associated protein 1	Homo sapiens
26037	signal-induced proliferation-associated 1 like 1	Homo sapiens
283208	prolyl 4-hydroxylase, alpha polypeptide III	Homo sapiens
1432	mitogen-activated protein kinase 14	Homo sapiens
50801	potassium channel, subfamily K, member 4	Homo sapiens
950	scavenger receptor class B, member 2	Homo sapiens
868	Cas-Br-M (murine) ecotropic retroviral transforming sequence b	Homo sapiens
57142	reticulon 4	Homo sapiens
360226	testis serine protease 1	Homo sapiens
1723	dihydroorotate dehydrogenase	Homo sapiens
64792	RAB, member RAS oncogene family-like 5	Homo sapiens
57176	valyl-tRNA synthetase 2, mitochondrial (putative)	Homo sapiens
84256	FLYWCH-type zinc finger 1	Homo sapiens
26273	F-box protein 3	Homo sapiens
63933	coiled-coil domain containing 90A	Homo sapiens
51108	methyltransferase like 9	Homo sapiens
51320	mex-3 homolog C (C. elegans)	Homo sapiens
58513	epidermal growth factor receptor pathway substrate 15-like 1	Homo sapiens
220074	leucine rich transmembrane and 0-methyltransferase domain containing	Homo sapiens
346689	killer cell lectin-like receptor subfamily G, member 2	Homo sapiens
55027	HEAT repeat containing 3	Homo sapiens
9522	secretory carrier membrane protein 1	Homo sapiens
284013	vitelline membrane outer layer 1 homolog (chicken)	Homo sapiens
3306	heat shock 70kDa protein 2	Homo sapiens
124512	chromosome 17 open reading frame 95	Homo sapiens
9044	BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa (Mot1 homolog, S. cerevisiae)	Homo sapiens
6554	solute carrier family 10 (sodium/bile acid cotransporter family), member 1	Homo sapiens
4799	nuclear transcription factor, X-box binding 1	Homo sapiens
7940	leukocyte specific transcript 1	Homo sapiens
10948	StAR-related lipid transfer (START) domain containing 3	Homo sapiens
2342	farnesyltransferase, CAAX box, beta	Homo sapiens
51265	cyclin-dependent kinase-like 3	Homo sapiens
360	aquaporin 3 (Gill blood group)	Homo sapiens
22949	prostaglandin reductase 1	Homo sapiens
151987	protein phosphatase 4, regulatory subunit 2	Homo sapiens
140691	tripartite motif-containing 69	Homo sapiens
389813	similar to CG15216-PA	Homo sapiens
5106	phosphoenolpyruvate carboxykinase 2 (mitochondrial)	Homo sapiens
5603	mitogen-activated protein kinase 13	Homo sapiens
55359	serine/threonine/tyrosine kinase 1	Homo sapiens
147	adrenergic, alpha-1B-, receptor	Homo sapiens
4318	matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)	Homo sapiens
55004	chromosome 11 open reading frame 59	Homo sapiens
165082	G protein-coupled receptor 113	Homo sapiens
90007	midnolin	Homo sapiens
9538	etoposide induced 2.4 mRNA	Homo sapiens
10087	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein	Homo sapiens
55565	zinc finger protein 821	Homo sapiens
55222	leucine rich repeat containing 20	Homo sapiens
63917	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 11 (GalNAc-T11)	Homo sapiens
9113	LATS, large tumor suppressor, homolog 1 (Drosophila)	Homo sapiens
50640	patatin-like phospholipase domain containing 8	Homo sapiens
79734	potassium channel tetramerisation domain containing 17	Homo sapiens
115106	HAUS augmin-like complex, subunit 1	Homo sapiens
6047	ring finger protein 4; hypothetical LOC644006	Homo sapiens
58517	RNA binding motif protein 25	Homo sapiens
2814	glycoprotein V (platelet)	Homo sapiens
2110	electron-transferring-flavoprotein dehydrogenase	Homo sapiens
6648	superoxide dismutase 2, mitochondrial	Homo sapiens
8850	K(lysine) acetyltransferase 2B	Homo sapiens
55602	CDKN2A interacting protein	Homo sapiens
6874	TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa	Homo sapiens
8603	chromosome 4 open reading frame 8	Homo sapiens
79668	poly (ADP-ribose) polymerase family, member 8	Homo sapiens
4775	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3	Homo sapiens
24137	kinesin family member 4B; kinesin family member 4A	Homo sapiens
22863	KIAA0831	Homo sapiens
10067	secretory carrier membrane protein 3	Homo sapiens
80235	phosphatidylinositol glycan anchor biosynthesis, class Z	Homo sapiens
79991	oligonucleotide/oligosaccharide-binding fold containing 1	Homo sapiens
83605	cerebral cavernous malformation 2	Homo sapiens
8028	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10	Homo sapiens
63976	PR domain containing 16	Homo sapiens
4131	microtubule-associated protein 1B	Homo sapiens
55671	SMEK homolog 1, suppressor of mek1 (Dictyostelium)	Homo sapiens
11078	TRIO and F-actin binding protein	Homo sapiens
79140	coiled-coil domain containing 28B	Homo sapiens
79789	calmin (calponin-like, transmembrane)	Homo sapiens
9844	engulfment and cell motility 1	Homo sapiens
5764	pleiotrophin	Homo sapiens
54715	ataxin 2-binding protein 1	Homo sapiens
81688	chromosome 6 open reading frame 62	Homo sapiens
39	acetyl-Coenzyme A acetyltransferase 2	Homo sapiens
60386	solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19	Homo sapiens
55701	hypothetical protein FLJ10357	Homo sapiens
28964	G protein-coupled receptor kinase interacting ArfGAP 1	Homo sapiens
23435	TAR DNA binding protein	Homo sapiens
9682	lysine (K)-specific demethylase 4A	Homo sapiens
90522	Yip1 interacting factor homolog B (S. cerevisiae)	Homo sapiens
23518	R3H domain containing 1	Homo sapiens
1964	eukaryotic translation initiation factor 1A, X-linked	Homo sapiens
23443	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3	Homo sapiens
128853	dual specificity phosphatase 15; chromosome 20 open reading frame 57	Homo sapiens
22880	MORC family CW-type zinc finger 2	Homo sapiens
8879	sphingosine-1-phosphate lyase 1	Homo sapiens
63931	mitochondrial ribosomal protein S14	Homo sapiens
63906	G patch domain containing 3	Homo sapiens
57468	solute carrier family 12 (potassium-chloride transporter), member 5	Homo sapiens
169436	chromosome 9 open reading frame 96	Homo sapiens
285381	DPH3, KTI11 homolog (S. cerevisiae); DPH3B, KTI11 homolog B (S. cerevisiae)	Homo sapiens
54490	UDP glucuronosyltransferase 2 family, polypeptide B28	Homo sapiens
92736	otopetrin 2	Homo sapiens
59343	SUMO1/sentrin/SMT3 specific peptidase 2	Homo sapiens
81792	ADAM metallopeptidase with thrombospondin type 1 motif, 12	Homo sapiens
25946	zinc finger protein 385A	Homo sapiens
10489	leucine rich repeat containing 41	Homo sapiens
22986	sortilin-related VPS10 domain containing receptor 3	Homo sapiens
160622	GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein	Homo sapiens
126074	chromosome 19 open reading frame 39	Homo sapiens
1012	cadherin 13, H-cadherin (heart)	Homo sapiens
26099	chromosome 1 open reading frame 144	Homo sapiens
115273	RAB42, member RAS oncogene family	Homo sapiens
124936	cytochrome b5 domain containing 2	Homo sapiens
204	adenylate kinase 2	Homo sapiens
2305	forkhead box M1	Homo sapiens
11171	serine/threonine kinase receptor associated protein	Homo sapiens
3601	interleukin 15 receptor, alpha	Homo sapiens
29072	SET domain containing 2	Homo sapiens
25828	thioredoxin 2	Homo sapiens
8898	myotubularin related protein 2	Homo sapiens
10313	reticulon 3	Homo sapiens
60488	mitochondrial ribosomal protein S35	Homo sapiens
7799	PR domain containing 2, with ZNF domain	Homo sapiens
51699	vacuolar protein sorting 29 homolog (S. cerevisiae)	Homo sapiens
55238	solute carrier family 38, member 7	Homo sapiens
23451	splicing factor 3b, subunit 1, 155kDa	Homo sapiens
6017	retinaldehyde binding protein 1	Homo sapiens
23096	IQ motif and Sec7 domain 2	Homo sapiens
79848	centrosome and spindle pole associated protein 1	Homo sapiens
7812	cold shock domain containing E1, RNA-binding	Homo sapiens
22992	lysine (K)-specific demethylase 2A	Homo sapiens
80324	pseudouridylate synthase 1	Homo sapiens
152404	immunoglobulin superfamily, member 11	Homo sapiens
8928	forkhead box H1	Homo sapiens
9329	general transcription factor IIIC, polypeptide 4, 90kDa	Homo sapiens
4140	MAP/microtubule affinity-regulating kinase 3	Homo sapiens
51582	antizyme inhibitor 1	Homo sapiens
90865	interleukin 33	Homo sapiens
977	CD151 molecule (Raph blood group)	Homo sapiens
2193	phenylalanyl-tRNA synthetase, alpha subunit	Homo sapiens
56063	chromosome 1 open reading frame 91	Homo sapiens
9388	lipase, endothelial	Homo sapiens
79631	elongation factor Tu GTP binding domain containing 1	Homo sapiens
79955	PDZ domain containing 7	Homo sapiens
10247	heat-responsive protein 12	Homo sapiens
10073	snurportin 1	Homo sapiens
57657	hyperpolarization activated cyclic nucleotide-gated potassium channel 3	Homo sapiens
121512	FYVE, RhoGEF and PH domain containing 4	Homo sapiens
56112	protocadherin gamma subfamily A, 3	Homo sapiens
54961	slingshot homolog 3 (Drosophila)	Homo sapiens
8698	sphingosine-1-phosphate receptor 4	Homo sapiens
9375	transmembrane 9 superfamily member 2	Homo sapiens
7094	talin 1	Homo sapiens
51076	cutC copper transporter homolog (E. coli)	Homo sapiens
113	adenylate cyclase 7	Homo sapiens
5796	protein tyrosine phosphatase, receptor type, K	Homo sapiens
7068	thyroid hormone receptor, beta (erythroblastic leukemia viral (v-erb-a) oncogene homolog 2, avian)	Homo sapiens
285782	cancer antigen 1	Homo sapiens
23415	potassium voltage-gated channel, subfamily H (eag-related), member 4	Homo sapiens
25880	transmembrane protein 186	Homo sapiens
116372	LY6/PLAUR domain containing 1	Homo sapiens
7251	tumor susceptibility gene 101	Homo sapiens
23078	KIAA0564	Homo sapiens
64793	coiled-coil domain containing 21	Homo sapiens
54941	ring finger protein 125	Homo sapiens
83759	RNA binding motif protein 4B	Homo sapiens
23545	ATPase, H+ transporting, lysosomal V0 subunit a2	Homo sapiens
9275	B-cell CLL/lymphoma 7B	Homo sapiens
55069	chromosome 7 open reading frame 42	Homo sapiens
23446	solute carrier family 44, member 1	Homo sapiens
54020	solute carrier family 37 (glycerol-3-phosphate transporter), member 1	Homo sapiens
8467	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	Homo sapiens
56261	hypothetical protein KIAA1434	Homo sapiens
64240	ATP-binding cassette, sub-family G (WHITE), member 5	Homo sapiens
2041	EPH receptor A1	Homo sapiens
6627	small nuclear ribonucleoprotein polypeptide A'	Homo sapiens
2895	glutamate receptor, ionotropic, delta 2	Homo sapiens
7407	valyl-tRNA synthetase	Homo sapiens
5478	similar to TRIMCyp; peptidylprolyl isomerase A (cyclophilin A); peptidylprolyl isomerase A (cyclophilin A)-like 3	Homo sapiens
203054	aarF domain containing kinase 5	Homo sapiens
26277	TERF1 (TRF1)-interacting nuclear factor 2	Homo sapiens
113829	solute carrier family 35, member A4	Homo sapiens
54677	carnitine O-octanoyltransferase	Homo sapiens
23173	methionyl aminopeptidase 1	Homo sapiens
83482	scratch homolog 1, zinc finger protein (Drosophila)	Homo sapiens
